Module,Path,baseline,node24,workerd,bun,deno
*globals*,global.process.once,supported,supported,supported,supported,supported
*globals*,global.process.openStdin,supported,supported,supported,supported,supported
*globals*,global.process.pid,supported,supported,supported,supported,supported
*globals*,global.process.platform,supported,supported,supported,supported,supported
*globals*,global.process.ppid,supported,supported,supported,supported,supported
*globals*,global.process.prependListener,supported,supported,supported,supported,supported
*globals*,global.process.prependOnceListener,supported,supported,supported,supported,supported
*globals*,global.process.rawListeners,supported,supported,supported,supported,supported
*globals*,global.process.reallyExit,supported,supported,supported,supported,supported
*globals*,global.process.ref,supported,supported,supported,supported,unsupported
*globals*,global.process.release,supported,supported,supported,supported,supported
*globals*,global.process.removeAllListeners,supported,supported,supported,supported,supported
*globals*,global.process.removeListener,supported,supported,supported,supported,supported
*globals*,global.process.report,supported,supported,supported,supported,supported
*globals*,global.process.resourceUsage,supported,supported,supported,supported,unsupported
*globals*,global.process.setMaxListeners,supported,supported,supported,supported,supported
*globals*,global.process.setSourceMapsEnabled,supported,supported,supported,supported,supported
*globals*,global.process.setUncaughtExceptionCaptureCallback,supported,supported,supported,supported,supported
*globals*,global.process.setegid,supported,supported,supported,supported,supported
*globals*,global.process.seteuid,supported,supported,supported,supported,supported
*globals*,global.process.setgid,supported,supported,supported,supported,supported
*globals*,global.process.setgroups,supported,supported,supported,supported,unsupported
*globals*,global.process.setuid,supported,supported,supported,supported,supported
*globals*,global.process.sourceMapsEnabled,supported,supported,supported,unsupported,supported
*globals*,global.process.stderr,supported,supported,supported,supported,supported
*globals*,global.process.stdin,supported,supported,supported,supported,supported
*globals*,global.process.stdout,supported,supported,supported,supported,supported
*globals*,global.process.threadCpuUsage,supported,supported,supported,unsupported,supported
*globals*,global.process.title,supported,supported,supported,supported,supported
*globals*,global.process.umask,supported,supported,supported,supported,supported
*globals*,global.process.unref,supported,supported,supported,supported,unsupported
*globals*,global.process.uptime,supported,supported,supported,supported,supported
*globals*,global.process.version,supported,supported,supported,supported,supported
*globals*,global.process.versions,supported,supported,supported,supported,supported
*globals*,global.queueMicrotask,supported,supported,supported,supported,supported
*globals*,global.setImmediate,supported,supported,supported,supported,supported
*globals*,global.setInterval,supported,supported,supported,supported,supported
*globals*,global.setTimeout,supported,supported,supported,supported,supported
*globals*,global.structuredClone,supported,supported,supported,supported,supported
*globals*,global.undefined,supported,supported,supported,supported,supported
*globals*,global.unescape,supported,supported,supported,supported,supported
*globals*,globalThis.*self*,supported,supported,supported,supported,supported
*globals*,globalThis.AbortController,supported,supported,supported,supported,supported
*globals*,globalThis.AbortSignal,supported,supported,supported,supported,supported
*globals*,globalThis.AggregateError,supported,supported,supported,supported,supported
*globals*,globalThis.Array,supported,supported,supported,supported,supported
*globals*,globalThis.ArrayBuffer,supported,supported,supported,supported,supported
*globals*,globalThis.AsyncDisposableStack,supported,supported,supported,supported,supported
*globals*,globalThis.Atomics.*self*,supported,supported,supported,supported,supported
*globals*,globalThis.Atomics.add,supported,supported,supported,supported,supported
*globals*,globalThis.Atomics.and,supported,supported,supported,supported,supported
*globals*,globalThis.Atomics.compareExchange,supported,supported,supported,supported,supported
*globals*,globalThis.Atomics.exchange,supported,supported,supported,supported,supported
*globals*,globalThis.Atomics.isLockFree,supported,supported,supported,supported,supported
*globals*,globalThis.Atomics.load,supported,supported,supported,supported,supported
*globals*,globalThis.Atomics.notify,supported,supported,supported,supported,supported
*globals*,globalThis.Atomics.or,supported,supported,supported,supported,supported
*globals*,globalThis.Atomics.pause,supported,supported,supported,supported,supported
*globals*,globalThis.Atomics.store,supported,supported,supported,supported,supported
*globals*,globalThis.Atomics.sub,supported,supported,supported,supported,supported
*globals*,globalThis.Atomics.wait,supported,supported,supported,supported,supported
*globals*,globalThis.Atomics.waitAsync,supported,supported,supported,supported,supported
*globals*,globalThis.Atomics.xor,supported,supported,supported,supported,supported
*globals*,globalThis.BigInt,supported,supported,supported,supported,supported
*globals*,globalThis.BigInt64Array,supported,supported,supported,supported,supported
*globals*,globalThis.BigUint64Array,supported,supported,supported,supported,supported
*globals*,globalThis.Blob,supported,supported,supported,supported,supported
*globals*,globalThis.Boolean,supported,supported,supported,supported,supported
*globals*,globalThis.BroadcastChannel,supported,supported,unsupported,supported,supported
*globals*,globalThis.Buffer,supported,supported,supported,supported,supported
*globals*,globalThis.ByteLengthQueuingStrategy,supported,supported,supported,supported,supported
*globals*,globalThis.CloseEvent,supported,supported,supported,supported,supported
*globals*,globalThis.CompressionStream,supported,supported,supported,supported,supported
*globals*,globalThis.CountQueuingStrategy,supported,supported,supported,supported,supported
*globals*,globalThis.Crypto,supported,supported,supported,supported,supported
*globals*,globalThis.CryptoKey,supported,supported,supported,supported,supported
*globals*,globalThis.CustomEvent,supported,supported,supported,supported,supported
*globals*,globalThis.DOMException,supported,supported,supported,supported,supported
*globals*,globalThis.DataView,supported,supported,supported,supported,supported
*globals*,globalThis.Date,supported,supported,supported,supported,supported
*globals*,globalThis.DecompressionStream,supported,supported,supported,supported,supported
*globals*,globalThis.DisposableStack,supported,supported,supported,supported,supported
*globals*,globalThis.Error,supported,supported,supported,supported,supported
*globals*,globalThis.EvalError,supported,supported,supported,supported,supported
*globals*,globalThis.Event,supported,supported,supported,supported,supported
*globals*,globalThis.EventTarget,supported,supported,supported,supported,supported
*globals*,globalThis.File,supported,supported,supported,supported,supported
*globals*,globalThis.FinalizationRegistry,supported,supported,supported,supported,supported
*globals*,globalThis.Float16Array,supported,supported,supported,supported,supported
*globals*,globalThis.Float32Array,supported,supported,supported,supported,supported
*globals*,globalThis.Float64Array,supported,supported,supported,supported,supported
*globals*,globalThis.FormData,supported,supported,supported,supported,supported
*globals*,globalThis.Function,supported,supported,supported,supported,supported
*globals*,globalThis.Headers,supported,supported,supported,supported,supported
*globals*,globalThis.Infinity,supported,supported,supported,supported,supported
*globals*,globalThis.Int16Array,supported,supported,supported,supported,supported
*globals*,globalThis.Int32Array,supported,supported,supported,supported,supported
*globals*,globalThis.Int8Array,supported,supported,supported,supported,supported
*globals*,globalThis.Intl.*self*,supported,supported,supported,supported,supported
*globals*,globalThis.Intl.Collator,supported,supported,supported,supported,supported
*globals*,globalThis.Intl.DateTimeFormat,supported,supported,supported,supported,supported
*globals*,globalThis.Intl.DisplayNames,supported,supported,supported,supported,supported
*globals*,globalThis.Intl.DurationFormat,supported,supported,supported,supported,supported
*globals*,globalThis.Intl.ListFormat,supported,supported,supported,supported,supported
*globals*,globalThis.Intl.Locale,supported,supported,supported,supported,supported
*globals*,globalThis.Intl.NumberFormat,supported,supported,supported,supported,supported
*globals*,globalThis.Intl.PluralRules,supported,supported,supported,supported,supported
*globals*,globalThis.Intl.RelativeTimeFormat,supported,supported,supported,supported,supported
*globals*,globalThis.Intl.Segmenter,supported,supported,supported,supported,supported
*globals*,globalThis.Intl.getCanonicalLocales,supported,supported,supported,supported,supported
*globals*,globalThis.Intl.supportedValuesOf,supported,supported,supported,supported,supported
*globals*,globalThis.Iterator,supported,supported,supported,supported,supported
*globals*,globalThis.JSON.*self*,supported,supported,supported,supported,supported
*globals*,globalThis.JSON.isRawJSON,supported,supported,supported,supported,supported
*globals*,globalThis.JSON.parse,supported,supported,supported,supported,supported
*globals*,globalThis.JSON.rawJSON,supported,supported,supported,supported,supported
*globals*,globalThis.JSON.stringify,supported,supported,supported,supported,supported
*globals*,globalThis.Map,supported,supported,supported,supported,supported
*globals*,globalThis.Math.*self*,supported,supported,supported,supported,supported
*globals*,globalThis.Math.E,supported,supported,supported,supported,supported
*globals*,globalThis.Math.LN10,supported,supported,supported,supported,supported
*globals*,globalThis.Math.LN2,supported,supported,supported,supported,supported
*globals*,globalThis.Math.LOG10E,supported,supported,supported,supported,supported
*globals*,globalThis.Math.LOG2E,supported,supported,supported,supported,supported
*globals*,globalThis.Math.PI,supported,supported,supported,supported,supported
*globals*,globalThis.Math.SQRT1_2,supported,supported,supported,supported,supported
*globals*,globalThis.Math.SQRT2,supported,supported,supported,supported,supported
*globals*,globalThis.Math.abs,supported,supported,supported,supported,supported
*globals*,globalThis.Math.acos,supported,supported,supported,supported,supported
*globals*,globalThis.Math.acosh,supported,supported,supported,supported,supported
*globals*,globalThis.Math.asin,supported,supported,supported,supported,supported
*globals*,globalThis.Math.asinh,supported,supported,supported,supported,supported
*globals*,globalThis.Math.atan,supported,supported,supported,supported,supported
*globals*,globalThis.Math.atan2,supported,supported,supported,supported,supported
*globals*,globalThis.Math.atanh,supported,supported,supported,supported,supported
*globals*,globalThis.Math.cbrt,supported,supported,supported,supported,supported
*globals*,globalThis.Math.ceil,supported,supported,supported,supported,supported
*globals*,globalThis.Math.clz32,supported,supported,supported,supported,supported
*globals*,globalThis.Math.cos,supported,supported,supported,supported,supported
*globals*,globalThis.Math.cosh,supported,supported,supported,supported,supported
*globals*,globalThis.Math.exp,supported,supported,supported,supported,supported
*globals*,globalThis.Math.expm1,supported,supported,supported,supported,supported
*globals*,globalThis.Math.f16round,supported,supported,supported,supported,supported
*globals*,globalThis.Math.floor,supported,supported,supported,supported,supported
*globals*,globalThis.Math.fround,supported,supported,supported,supported,supported
*globals*,globalThis.Math.hypot,supported,supported,supported,supported,supported
*globals*,globalThis.Math.imul,supported,supported,supported,supported,supported
*globals*,globalThis.Math.log,supported,supported,supported,supported,supported
*globals*,globalThis.Math.log10,supported,supported,supported,supported,supported
*globals*,globalThis.Math.log1p,supported,supported,supported,supported,supported
*globals*,globalThis.Math.log2,supported,supported,supported,supported,supported
*globals*,globalThis.Math.max,supported,supported,supported,supported,supported
*globals*,globalThis.Math.min,supported,supported,supported,supported,supported
*globals*,globalThis.Math.pow,supported,supported,supported,supported,supported
*globals*,globalThis.Math.random,supported,supported,supported,supported,supported
*globals*,globalThis.Math.round,supported,supported,supported,supported,supported
*globals*,globalThis.Math.sign,supported,supported,supported,supported,supported
*globals*,globalThis.Math.sin,supported,supported,supported,supported,supported
*globals*,globalThis.Math.sinh,supported,supported,supported,supported,supported
*globals*,globalThis.Math.sqrt,supported,supported,supported,supported,supported
*globals*,globalThis.Math.tan,supported,supported,supported,supported,supported
*globals*,globalThis.Math.tanh,supported,supported,supported,supported,supported
*globals*,globalThis.Math.trunc,supported,supported,supported,supported,supported
*globals*,globalThis.MessageChannel,supported,supported,supported,supported,supported
*globals*,globalThis.MessageEvent,supported,supported,supported,supported,supported
*globals*,globalThis.MessagePort,supported,supported,supported,supported,supported
*globals*,globalThis.NaN,supported,supported,supported,supported,supported
*globals*,globalThis.Navigator,supported,supported,supported,unsupported,supported
*globals*,globalThis.Number,supported,supported,supported,supported,supported
*globals*,globalThis.Object,supported,supported,supported,supported,supported
*globals*,globalThis.Performance,supported,supported,supported,supported,supported
*globals*,globalThis.PerformanceEntry,supported,supported,supported,supported,supported
*globals*,globalThis.PerformanceMark,supported,supported,supported,supported,supported
*globals*,globalThis.PerformanceMeasure,supported,supported,supported,supported,supported
*globals*,globalThis.PerformanceObserver,supported,supported,supported,supported,supported
*globals*,globalThis.PerformanceObserverEntryList,supported,supported,supported,supported,supported
*globals*,globalThis.PerformanceResourceTiming,supported,supported,supported,supported,unsupported
*globals*,globalThis.Promise,supported,supported,supported,supported,supported
*globals*,globalThis.Proxy,supported,supported,supported,supported,supported
*globals*,globalThis.RangeError,supported,supported,supported,supported,supported
*globals*,globalThis.ReadableByteStreamController,supported,supported,supported,supported,supported
*globals*,globalThis.ReadableStream,supported,supported,supported,supported,supported
*globals*,globalThis.ReadableStreamBYOBReader,supported,supported,supported,supported,supported
*globals*,globalThis.ReadableStreamBYOBRequest,supported,supported,supported,supported,supported
*globals*,globalThis.ReadableStreamDefaultController,supported,supported,supported,supported,supported
*globals*,globalThis.ReadableStreamDefaultReader,supported,supported,supported,supported,supported
*globals*,globalThis.ReferenceError,supported,supported,supported,supported,supported
*globals*,globalThis.Reflect.*self*,supported,supported,supported,supported,supported
*globals*,globalThis.Reflect.apply,supported,supported,supported,supported,supported
*globals*,globalThis.Reflect.construct,supported,supported,supported,supported,supported
*globals*,globalThis.Reflect.defineProperty,supported,supported,supported,supported,supported
*globals*,globalThis.Reflect.deleteProperty,supported,supported,supported,supported,supported
*globals*,globalThis.Reflect.get,supported,supported,supported,supported,supported
*globals*,globalThis.Reflect.getOwnPropertyDescriptor,supported,supported,supported,supported,supported
*globals*,globalThis.Reflect.getPrototypeOf,supported,supported,supported,supported,supported
*globals*,globalThis.Reflect.has,supported,supported,supported,supported,supported
*globals*,globalThis.Reflect.isExtensible,supported,supported,supported,supported,supported
*globals*,globalThis.Reflect.ownKeys,supported,supported,supported,supported,supported
*globals*,globalThis.Reflect.preventExtensions,supported,supported,supported,supported,supported
*globals*,globalThis.Reflect.set,supported,supported,supported,supported,supported
*globals*,globalThis.Reflect.setPrototypeOf,supported,supported,supported,supported,supported
*globals*,globalThis.RegExp,supported,supported,supported,supported,supported
*globals*,globalThis.Request,supported,supported,supported,supported,supported
*globals*,globalThis.Response,supported,supported,supported,supported,supported
*globals*,globalThis.Set,supported,supported,supported,supported,supported
*globals*,globalThis.SharedArrayBuffer,supported,supported,supported,supported,supported
*globals*,globalThis.String,supported,supported,supported,supported,supported
*globals*,globalThis.SubtleCrypto,supported,supported,supported,supported,supported
*globals*,globalThis.SuppressedError,supported,supported,supported,supported,supported
*globals*,globalThis.Symbol,supported,supported,supported,supported,supported
*globals*,globalThis.SyntaxError,supported,supported,supported,supported,supported
*globals*,globalThis.TextDecoder,supported,supported,supported,supported,supported
*globals*,globalThis.TextDecoderStream,supported,supported,supported,supported,supported
*globals*,globalThis.TextEncoder,supported,supported,supported,supported,supported
*globals*,globalThis.TextEncoderStream,supported,supported,supported,supported,supported
*globals*,globalThis.TransformStream,supported,supported,supported,supported,supported
*globals*,globalThis.TransformStreamDefaultController,supported,supported,supported,supported,supported
*globals*,globalThis.TypeError,supported,supported,supported,supported,supported
*globals*,globalThis.URIError,supported,supported,supported,supported,supported
*globals*,globalThis.URL,supported,supported,supported,supported,supported
*globals*,globalThis.URLPattern,supported,supported,supported,supported,supported
*globals*,globalThis.URLSearchParams,supported,supported,supported,supported,supported
*globals*,globalThis.Uint16Array,supported,supported,supported,supported,supported
*globals*,globalThis.Uint32Array,supported,supported,supported,supported,supported
*globals*,globalThis.Uint8Array,supported,supported,supported,supported,supported
*globals*,globalThis.Uint8ClampedArray,supported,supported,supported,supported,supported
*globals*,globalThis.WeakMap,supported,supported,supported,supported,supported
*globals*,globalThis.WeakRef,supported,supported,supported,supported,supported
*globals*,globalThis.WeakSet,supported,supported,supported,supported,supported
*globals*,globalThis.WebAssembly.*self*,supported,supported,supported,supported,supported
*globals*,globalThis.WebAssembly.CompileError,supported,supported,supported,supported,supported
*globals*,globalThis.WebAssembly.Exception,supported,supported,supported,supported,supported
*globals*,globalThis.WebAssembly.Global,supported,supported,supported,supported,supported
*globals*,globalThis.WebAssembly.Instance,supported,supported,supported,supported,supported
*globals*,globalThis.WebAssembly.JSTag,supported,supported,supported,supported,supported
*globals*,globalThis.WebAssembly.LinkError,supported,supported,supported,supported,supported
*globals*,globalThis.WebAssembly.Memory,supported,supported,supported,supported,supported
*globals*,globalThis.WebAssembly.Module,supported,supported,supported,supported,supported
*globals*,globalThis.WebAssembly.RuntimeError,supported,supported,supported,supported,supported
*globals*,globalThis.WebAssembly.Table,supported,supported,supported,supported,supported
*globals*,globalThis.WebAssembly.Tag,supported,supported,supported,supported,supported
*globals*,globalThis.WebAssembly.compile,supported,supported,supported,supported,supported
*globals*,globalThis.WebAssembly.compileStreaming,supported,supported,unsupported,supported,supported
*globals*,globalThis.WebAssembly.instantiate,supported,supported,supported,supported,supported
*globals*,globalThis.WebAssembly.instantiateStreaming,supported,supported,unsupported,supported,supported
*globals*,globalThis.WebAssembly.validate,supported,supported,supported,supported,supported
*globals*,globalThis.WebSocket,supported,supported,supported,supported,supported
*globals*,globalThis.WritableStream,supported,supported,supported,supported,supported
*globals*,globalThis.WritableStreamDefaultController,supported,supported,supported,supported,supported
*globals*,globalThis.WritableStreamDefaultWriter,supported,supported,supported,supported,supported
*globals*,globalThis.atob,supported,supported,supported,supported,supported
*globals*,globalThis.btoa,supported,supported,supported,supported,supported
*globals*,globalThis.clearImmediate,supported,supported,supported,supported,supported
*globals*,globalThis.clearInterval,supported,supported,supported,supported,supported
*globals*,globalThis.clearTimeout,supported,supported,supported,supported,supported
*globals*,globalThis.console.*self*,supported,supported,supported,supported,supported
*globals*,globalThis.console.Console,supported,supported,supported,supported,supported
*globals*,globalThis.console.assert,supported,supported,supported,supported,supported
*globals*,globalThis.console.clear,supported,supported,supported,supported,supported
*globals*,globalThis.console.context,supported,supported,supported,unsupported,unsupported
*globals*,globalThis.console.count,supported,supported,supported,supported,supported
*globals*,globalThis.console.countReset,supported,supported,supported,supported,supported
*globals*,globalThis.console.createTask,supported,supported,supported,unsupported,supported
*globals*,globalThis.console.debug,supported,supported,supported,supported,supported
*globals*,globalThis.console.dir,supported,supported,supported,supported,supported
*globals*,globalThis.console.dirxml,supported,supported,supported,supported,supported
*globals*,globalThis.console.error,supported,supported,supported,supported,supported
*globals*,globalThis.console.group,supported,supported,supported,supported,supported
*globals*,globalThis.console.groupCollapsed,supported,supported,supported,supported,supported
*globals*,globalThis.console.groupEnd,supported,supported,supported,supported,supported
*globals*,globalThis.console.info,supported,supported,supported,supported,supported
*globals*,globalThis.console.log,supported,supported,supported,supported,supported
*globals*,globalThis.console.profile,supported,supported,supported,supported,supported
*globals*,globalThis.console.profileEnd,supported,supported,supported,supported,supported
*globals*,globalThis.console.table,supported,supported,supported,supported,supported
*globals*,globalThis.console.time,supported,supported,supported,supported,supported
*globals*,globalThis.console.timeEnd,supported,supported,supported,supported,supported
*globals*,globalThis.console.timeLog,supported,supported,supported,supported,supported
*globals*,globalThis.console.timeStamp,supported,supported,supported,supported,supported
*globals*,globalThis.console.trace,supported,supported,supported,supported,supported
*globals*,globalThis.console.warn,supported,supported,supported,supported,supported
*globals*,globalThis.crypto.*self*,supported,supported,supported,supported,supported
*globals*,globalThis.crypto.getRandomValues,supported,supported,supported,supported,supported
*globals*,globalThis.crypto.randomUUID,supported,supported,supported,supported,supported
*globals*,globalThis.crypto.subtle,supported,supported,supported,supported,supported
*globals*,globalThis.decodeURI,supported,supported,supported,supported,supported
*globals*,globalThis.decodeURIComponent,supported,supported,supported,supported,supported
*globals*,globalThis.encodeURI,supported,supported,supported,supported,supported
*globals*,globalThis.encodeURIComponent,supported,supported,supported,supported,supported
*globals*,globalThis.escape,supported,supported,supported,supported,supported
*globals*,globalThis.eval,supported,supported,supported,supported,supported
*globals*,globalThis.fetch,supported,supported,supported,supported,supported
*globals*,globalThis.global.*self*,supported,supported,supported,supported,supported
*globals*,globalThis.global.AbortController,supported,supported,supported,supported,supported
*globals*,globalThis.global.AbortSignal,supported,supported,supported,supported,supported
*globals*,globalThis.global.AggregateError,supported,supported,supported,supported,supported
*globals*,globalThis.global.Array,supported,supported,supported,supported,supported
*globals*,globalThis.global.ArrayBuffer,supported,supported,supported,supported,supported
*globals*,globalThis.global.AsyncDisposableStack,supported,supported,supported,supported,supported
*globals*,globalThis.global.Atomics,supported,supported,supported,supported,supported
*globals*,globalThis.global.BigInt,supported,supported,supported,supported,supported
*globals*,globalThis.global.BigInt64Array,supported,supported,supported,supported,supported
*globals*,globalThis.global.BigUint64Array,supported,supported,supported,supported,supported
*globals*,globalThis.global.Blob,supported,supported,supported,supported,supported
*globals*,globalThis.global.Boolean,supported,supported,supported,supported,supported
*globals*,globalThis.global.BroadcastChannel,supported,supported,unsupported,supported,supported
*globals*,globalThis.global.Buffer,supported,supported,supported,supported,supported
*globals*,globalThis.global.ByteLengthQueuingStrategy,supported,supported,supported,supported,supported
*globals*,globalThis.global.CloseEvent,supported,supported,supported,supported,supported
*globals*,globalThis.global.CompressionStream,supported,supported,supported,supported,supported
*globals*,globalThis.global.CountQueuingStrategy,supported,supported,supported,supported,supported
*globals*,globalThis.global.Crypto,supported,supported,supported,supported,supported
*globals*,globalThis.global.CryptoKey,supported,supported,supported,supported,supported
*globals*,globalThis.global.CustomEvent,supported,supported,supported,supported,supported
*globals*,globalThis.global.DOMException,supported,supported,supported,supported,supported
*globals*,globalThis.global.DataView,supported,supported,supported,supported,supported
*globals*,globalThis.global.Date,supported,supported,supported,supported,supported
*globals*,globalThis.global.DecompressionStream,supported,supported,supported,supported,supported
*globals*,globalThis.global.DisposableStack,supported,supported,supported,supported,supported
*globals*,globalThis.global.Error,supported,supported,supported,supported,supported
*globals*,globalThis.global.EvalError,supported,supported,supported,supported,supported
*globals*,globalThis.global.Event,supported,supported,supported,supported,supported
*globals*,globalThis.global.EventTarget,supported,supported,supported,supported,supported
*globals*,globalThis.global.File,supported,supported,supported,supported,supported
*globals*,globalThis.global.FinalizationRegistry,supported,supported,supported,supported,supported
*globals*,globalThis.global.Float16Array,supported,supported,supported,supported,supported
*globals*,globalThis.global.Float32Array,supported,supported,supported,supported,supported
*globals*,globalThis.global.Float64Array,supported,supported,supported,supported,supported
*globals*,globalThis.global.FormData,supported,supported,supported,supported,supported
*globals*,globalThis.global.Function,supported,supported,supported,supported,supported
*globals*,globalThis.global.Headers,supported,supported,supported,supported,supported
*globals*,globalThis.global.Infinity,supported,supported,supported,supported,supported
*globals*,globalThis.global.Int16Array,supported,supported,supported,supported,supported
*globals*,globalThis.global.Int32Array,supported,supported,supported,supported,supported
*globals*,globalThis.global.Int8Array,supported,supported,supported,supported,supported
*globals*,globalThis.global.Intl,supported,supported,supported,supported,supported
*globals*,globalThis.global.Iterator,supported,supported,supported,supported,supported
*globals*,globalThis.global.JSON,supported,supported,supported,supported,supported
*globals*,globalThis.global.Map,supported,supported,supported,supported,supported
*globals*,globalThis.global.Math,supported,supported,supported,supported,supported
*globals*,globalThis.global.MessageChannel,supported,supported,supported,supported,supported
*globals*,globalThis.global.MessageEvent,supported,supported,supported,supported,supported
*globals*,globalThis.global.MessagePort,supported,supported,supported,supported,supported
*globals*,globalThis.global.NaN,supported,supported,supported,supported,supported
*globals*,globalThis.global.Navigator,supported,supported,supported,unsupported,supported
*globals*,globalThis.global.Number,supported,supported,supported,supported,supported
*globals*,globalThis.global.Object,supported,supported,supported,supported,supported
*globals*,globalThis.global.Performance,supported,supported,supported,supported,supported
*globals*,globalThis.global.PerformanceEntry,supported,supported,supported,supported,supported
*globals*,globalThis.global.PerformanceMark,supported,supported,supported,supported,supported
*globals*,globalThis.global.PerformanceMeasure,supported,supported,supported,supported,supported
*globals*,globalThis.global.PerformanceObserver,supported,supported,supported,supported,supported
*globals*,globalThis.global.PerformanceObserverEntryList,supported,supported,supported,supported,supported
*globals*,globalThis.global.PerformanceResourceTiming,supported,supported,supported,supported,unsupported
*globals*,globalThis.global.Promise,supported,supported,supported,supported,supported
*globals*,globalThis.global.Proxy,supported,supported,supported,supported,supported
*globals*,globalThis.global.RangeError,supported,supported,supported,supported,supported
*globals*,globalThis.global.ReadableByteStreamController,supported,supported,supported,supported,supported
*globals*,globalThis.global.ReadableStream,supported,supported,supported,supported,supported
*globals*,globalThis.global.ReadableStreamBYOBReader,supported,supported,supported,supported,supported
*globals*,globalThis.global.ReadableStreamBYOBRequest,supported,supported,supported,supported,supported
*globals*,globalThis.global.ReadableStreamDefaultController,supported,supported,supported,supported,supported
*globals*,globalThis.global.ReadableStreamDefaultReader,supported,supported,supported,supported,supported
*globals*,globalThis.global.ReferenceError,supported,supported,supported,supported,supported
*globals*,globalThis.global.Reflect,supported,supported,supported,supported,supported
*globals*,globalThis.global.RegExp,supported,supported,supported,supported,supported
*globals*,globalThis.global.Request,supported,supported,supported,supported,supported
*globals*,globalThis.global.Response,supported,supported,supported,supported,supported
*globals*,globalThis.global.Set,supported,supported,supported,supported,supported
*globals*,globalThis.global.SharedArrayBuffer,supported,supported,supported,supported,supported
*globals*,globalThis.global.String,supported,supported,supported,supported,supported
*globals*,globalThis.global.SubtleCrypto,supported,supported,supported,supported,supported
*globals*,globalThis.global.SuppressedError,supported,supported,supported,supported,supported
*globals*,globalThis.global.Symbol,supported,supported,supported,supported,supported
*globals*,globalThis.global.SyntaxError,supported,supported,supported,supported,supported
*globals*,globalThis.global.TextDecoder,supported,supported,supported,supported,supported
*globals*,globalThis.global.TextDecoderStream,supported,supported,supported,supported,supported
*globals*,globalThis.global.TextEncoder,supported,supported,supported,supported,supported
*globals*,globalThis.global.TextEncoderStream,supported,supported,supported,supported,supported
*globals*,globalThis.global.TransformStream,supported,supported,supported,supported,supported
*globals*,globalThis.global.TransformStreamDefaultController,supported,supported,supported,supported,supported
*globals*,globalThis.global.TypeError,supported,supported,supported,supported,supported
*globals*,globalThis.global.URIError,supported,supported,supported,supported,supported
*globals*,globalThis.global.URL,supported,supported,supported,supported,supported
*globals*,globalThis.global.URLPattern,supported,supported,supported,supported,supported
*globals*,globalThis.global.URLSearchParams,supported,supported,supported,supported,supported
*globals*,globalThis.global.Uint16Array,supported,supported,supported,supported,supported
*globals*,globalThis.global.Uint32Array,supported,supported,supported,supported,supported
*globals*,globalThis.global.Uint8Array,supported,supported,supported,supported,supported
*globals*,globalThis.global.Uint8ClampedArray,supported,supported,supported,supported,supported
*globals*,globalThis.global.WeakMap,supported,supported,supported,supported,supported
*globals*,globalThis.global.WeakRef,supported,supported,supported,supported,supported
*globals*,globalThis.global.WeakSet,supported,supported,supported,supported,supported
*globals*,globalThis.global.WebAssembly,supported,supported,supported,supported,supported
*globals*,globalThis.global.WebSocket,supported,supported,supported,supported,supported
*globals*,globalThis.global.WritableStream,supported,supported,supported,supported,supported
*globals*,globalThis.global.WritableStreamDefaultController,supported,supported,supported,supported,supported
*globals*,globalThis.global.WritableStreamDefaultWriter,supported,supported,supported,supported,supported
*globals*,globalThis.global.atob,supported,supported,supported,supported,supported
*globals*,globalThis.global.btoa,supported,supported,supported,supported,supported
*globals*,globalThis.global.clearImmediate,supported,supported,supported,supported,supported
*globals*,globalThis.global.clearInterval,supported,supported,supported,supported,supported
*globals*,globalThis.global.clearTimeout,supported,supported,supported,supported,supported
*globals*,globalThis.global.console,supported,supported,supported,supported,supported
*globals*,globalThis.global.crypto,supported,supported,supported,supported,supported
*globals*,globalThis.global.decodeURI,supported,supported,supported,supported,supported
*globals*,globalThis.global.decodeURIComponent,supported,supported,supported,supported,supported
*globals*,globalThis.global.encodeURI,supported,supported,supported,supported,supported
*globals*,globalThis.global.encodeURIComponent,supported,supported,supported,supported,supported
*globals*,globalThis.global.escape,supported,supported,supported,supported,supported
*globals*,globalThis.global.eval,supported,supported,supported,supported,supported
*globals*,globalThis.global.fetch,supported,supported,supported,supported,supported
*globals*,globalThis.global.global,supported,supported,supported,supported,supported
*globals*,globalThis.global.globalThis,supported,supported,supported,supported,supported
*globals*,globalThis.global.isFinite,supported,supported,supported,supported,supported
*globals*,globalThis.global.isNaN,supported,supported,supported,supported,supported
*globals*,globalThis.global.navigator,supported,supported,supported,supported,supported
*globals*,globalThis.global.parseFloat,supported,supported,supported,supported,supported
*globals*,globalThis.global.parseInt,supported,supported,supported,supported,supported
*globals*,globalThis.global.performance,supported,supported,supported,supported,supported
*globals*,globalThis.global.process,supported,supported,supported,supported,supported
*globals*,globalThis.global.queueMicrotask,supported,supported,supported,supported,supported
*globals*,globalThis.global.setImmediate,supported,supported,supported,supported,supported
*globals*,globalThis.global.setInterval,supported,supported,supported,supported,supported
*globals*,globalThis.global.setTimeout,supported,supported,supported,supported,supported
*globals*,globalThis.global.structuredClone,supported,supported,supported,supported,supported
*globals*,globalThis.global.undefined,supported,supported,supported,supported,supported
*globals*,globalThis.global.unescape,supported,supported,supported,supported,supported
*globals*,globalThis.globalThis.*self*,supported,supported,supported,supported,supported
